did|mid
25483|59555
25483|60300
25483|63274
25483|69235
25483|114455
25483|116199
25483|118324
25483|124360
25483|124619
25483|127224
25483|127226
25483|129824
25483|138285
25483|160569
25483|160570
25483|163635
25483|164370
25483|164536
25483|176279
25483|177445
25483|184503
25483|185326
25483|188308
25483|194444
25483|194517
25483|207435
25483|230381
25483|241330
25483|243261
25483|253977
25483|274229
25483|278513
25483|281134
25483|285691
25483|286222
25483|301647
25483|311496
25483|330555
25483|333219
25483|358269
25483|358843
25483|358856
25483|358857
25483|358861
25483|362344
25483|368709
25483|372292
25484|159129
25484|224714
25485|110399
25485|297077
25486|89298
25487|85659
25487|91772
25487|107781
25487|151603
25487|241307
25487|334128
25489|353516
25490|55733
25490|114139
25491|317152
25492|95334
25493|71508
25494|97522
25497|5347
25497|5351
25497|14481
25497|14482
25497|59808
25497|114430
25497|137268
25497|158005
25497|188972
25497|188974
25497|217831
25497|234267
25497|245106
25497|345493
25497|364441
25498|102366
25499|295217
25499|377256
25500|44973
25500|248678
25500|251410
25501|14968
25501|89979
25501|249766
25501|336611
25502|354939
25503|156025
25503|328292
25504|111700
25505|1655
25506|46953
25508|215261
25509|156791
25510|99188
25511|19766
25511|175746
25512|212399
25513|16876
25513|36525
25513|78543
25513|89990
25513|199895
25513|367024
25513|378277
25514|15074
25515|170468
25515|338072
25517|134056
25517|144887
25517|145167
25517|191298
25517|245663
25517|257363
25517|271359
25517|272146
25517|298650
25517|315493
25518|289772
25518|297138
25519|336740
25521|31878
25522|12937
25522|58130
25522|88714
25522|137223
25522|149866
25522|175026
25522|180040
25522|185875
25522|198231
25522|203358
25522|241347
25522|252483
25522|271003
25522|323594
25522|350062
25522|355381
25523|68719
25524|19296
25524|19984
25524|47597
25524|54369
25524|64888
25524|73426
25524|84992
25524|96977
25524|112393
25524|114920
25524|115167
25524|128476
25524|155906
25524|183326
25524|213139
25524|218019
25524|238606
25524|252484
25524|264086
25524|279562
25524|296909
25524|302921
25524|355101
25524|363678
25524|363754
25524|364009
25524|367450
25525|198394
25525|377332
25526|173742
25526|173743
25526|173744
25527|155139
25528|29806
25528|68698
25528|74972
25528|147056
25528|169257
25528|221661
25528|255511
25528|271927
25528|276303
25528|283903
25528|317810
25528|353630
25528|371698
25528|376806
25529|14384
25529|150546
25530|188608
25531|143891
25532|10021
25532|14947
25532|15991
25532|34365
25532|40689
25532|49091
25532|75576
25532|108775
25532|185591
25532|186249
25532|206956
25532|218546
25532|223323
25532|232847
25532|240334
25532|256339
25532|262923
25532|278960
25532|284828
25532|294557
25532|339934
25532|344621
25533|105573
25533|202575
25534|102440
25536|112930
25537|110171
25538|26597
25538|175391
25538|176079
25538|205327
25539|551
25539|5443
25539|13009
25539|23369
25539|27845
25539|32366
25539|50132
25539|54078
25539|56291
25539|58036
25539|80140
25539|85558
25539|85583
25539|96321
25539|99717
25539|104171
25539|141763
25539|170037
25539|171481
25539|184940
25539|187489
25539|199845
25539|205690
25539|207003
25539|213527
25539|214224
25539|218626
25539|221903
25539|231140
25539|231639
25539|233570
25539|234412
25539|239256
25539|248869
25539|251590
25539|281101
25539|293385
25539|325036
25539|327927
25539|339450
25539|344987
25539|348931
25539|349472
25539|354378
25539|355758
25539|357535
25539|371691
25539|374014
25539|376669
25539|376731
25540|239261
25540|243238
25540|328167
25541|166914
25542|201550
25544|266616
25545|102010
25549|73382
25549|104229
25549|124835
25549|217637
25549|243953
25549|248994
25549|269501
25550|142241
25551|225667
25552|10835
25552|16447
25552|108757
25552|163369
25553|17467
25553|129382
25553|138547
25553|142859
25553|171578
25553|181086
25553|181645
25553|214352
25553|215712
25553|225343
25553|268360
25553|320690
25553|351458
25554|41736
25554|206714
25555|305884
25556|18314
25556|20302
25556|25438
25556|35775
25556|177453
25556|185832
25556|214926
25556|219991
25556|226770
25556|227173
25556|248306
25556|251374
25556|284965
25556|295367
25556|295398
25556|312959
25556|336882
25557|114776
25558|147708
25558|147884
25559|197142
25560|173873
25561|297605
25562|115591
25563|179625
25564|182454
25565|11979
25565|33262
25565|49823
25565|60511
25565|86400
25565|103080
25565|119255
25565|155349
25565|156749
25565|172380
25565|187592
25565|207213
25565|208793
25565|242840
25565|294691
25565|322524
25565|346851
25565|346922
25565|364995
25565|364998
25565|365009
25566|214661
25567|105312
25567|113506
25567|195209
25567|218398
25567|314092
25567|316239
25569|147732
25570|306517
25572|16402
25572|33178
25572|46374
25572|68063
25572|134177
25572|134178
25572|151196
25572|193207
25572|329506
25574|60866
25574|154958
25574|159500
25574|240443
25574|271890
25574|319535
25575|61811
25576|317480
25577|170612
25577|196631
25578|68850
25578|94164
25578|135526
25578|228789
25578|229255
25579|24571
25580|202017
25582|199133
25582|304002
25584|34827
25584|67992
25584|142798
25584|170982
25584|209527
25584|231798
25584|232131
25584|235654
25585|248561
25586|272287
25587|81874
25588|207063
25589|10140
25591|11572
25591|84840
25591|100809
25591|139514
25591|185590
25591|199146
25591|211964
25591|224918
25591|241739
25591|283562
25591|314593
25592|750
25592|24530
25592|356499
25593|159538
25594|202708
25595|6431
25596|96082
25596|134567
25597|67766
25597|210555
25598|334111
25599|205777
25600|82375
25600|153321
25600|153322
25600|187488
25600|210440
25600|247150
25600|258497
25600|268236
25600|272637
25600|277360
25602|54086
25602|56029
25602|252011
25603|52888
25603|53172
25603|113699
25603|199937
25603|255035
25603|270801
25603|273140
25603|293437
25603|338883
25603|354485
25604|52729
25605|179538
25605|182801
25605|193477
25605|322559
25606|366138
25607|8119
25607|8500
25607|82195
25607|98073
25607|100454
25607|105869
25607|187877
25607|209023
25607|237060
25607|243188
25607|253980
25607|296513
25607|315061
25607|330480
25609|153228
25610|317121
25611|11444
25611|26625
25611|46565
25611|60803
25611|91712
25611|108516
25611|129164
25611|141057
25611|150985
25611|154805
25611|191642
25611|234106
25611|251769
25611|280937
25611|316662
25611|368035
25612|49157
25612|49158
25612|49365
25613|109854
25614|11485
25614|51576
25614|187810
25614|192842
25614|313189
25614|321154
25615|309322
25616|139308
25616|260647
25617|229754
25618|144668
25620|190506
25621|31811
25622|13924
25622|351962
25624|275444
25627|164875
25629|133537
25630|133537
25631|8172
25635|108430
25635|293268
25638|315662
25639|6155
25639|7315
25639|11199
25639|27511
25639|34463
25639|58937
25639|68164
25639|84819
25639|95514
25639|109248
25639|150567
25639|190749
25639|218376
25639|235174
25639|237715
25639|263970
25639|273943
25639|301490
25639|338901
25640|67548
25640|331807
25640|331811
25640|331812
25640|368478
25641|19413
25641|51817
25641|58863
25641|62290
25641|67542
25641|67543
25641|67544
25641|67550
25641|116544
25641|122672
25641|130790
25641|141811
25641|144461
25641|162388
25641|171693
25641|177680
25641|188426
25641|207571
25641|211534
25641|266753
25641|282308
25641|286163
25641|311710
25641|311711
25641|311713
25641|311719
25641|316978
25641|322764
25641|331805
25641|331809
25641|331810
25641|366156
25642|107013
25642|135413
25642|137393
25642|308653
25644|72102
25644|191648
25645|123095
25646|150594
25647|115784
25647|148255
25647|191987
25648|28430
25648|30217
25648|30227
25648|36962
25648|38001
25648|47071
25648|48051
25648|48984
25648|48987
25648|50887
25648|55469
25648|56761
25648|56795
25648|62132
25648|64085
25648|64525
25648|64584
25648|65795
25648|67109
25648|72238
25648|72240
25648|79868
25648|84915
25648|88249
25648|92143
25648|96693
25648|105242
25648|107500
25648|108372
25648|109153
25648|109234
25648|114416
25648|116092
25648|116097
25648|116098
25648|116115
25648|116146
25648|116757
25648|120823
25648|120870
25648|121665
25648|123576
25648|131582
25648|131899
25648|136502
25648|140152
25648|147351
25648|149756
25648|150419
25648|157643
25648|158095
25648|162382
25648|168818
25648|168910
25648|170742
25648|170749
25648|170765
25648|170766
25648|177430
25648|186107
25648|195660
25648|196227
25648|199214
25648|200099
25648|200204
25648|201494
25648|213067
25648|213998
25648|223041
25648|231847
25648|234119
25648|236914
25648|238669
25648|242385
25648|247034
25648|247586
25648|252135
25648|255004
25648|255215
25648|257258
25648|257498
25648|259151
25648|261683
25648|270292
25648|270656
25648|274265
25648|274530
25648|279801
25648|280176
25648|281195
25648|281201
25648|299162
25648|302040
25648|302733
25648|303770
25648|304333
25648|306262
25648|310334
25648|311943
25648|315202
25648|315206
25648|316988
25648|318843
25648|319035
25648|321624
25648|331440
25648|332902
25648|335061
25648|337172
25648|337217
25648|340455
25648|341432
25648|341666
25648|351776
25648|361797
25648|365275
25648|368127
25648|368696
25648|370667
25649|263196
25650|106563
25651|126569
25653|368654
25654|17010
25654|20474
25654|27103
25654|34451
25654|43088
25654|47595
25654|54461
25654|72623
25654|73904
25654|77022
25654|88292
25654|91921
25654|95116
25654|96628
25654|98690
25654|149024
25654|150703
25654|165223
25654|178935
25654|185523
25654|195121
25654|195828
25654|197020
25654|203490
25654|204157
25654|210773
25654|210877
25654|220557
25654|285391
25654|298080
25654|301274
25654|331109
25654|335491
25654|335870
25654|340378
25654|345614
25655|328449
25656|161073
25657|363098
25659|8669
25659|47031
25659|54079
25659|59604
25659|59611
25659|59613
25659|72698
25659|79631
25659|79635
25659|81337
25659|107446
25659|109842
25659|121331
25659|133802
25659|138490
25659|149505
25659|154118
25659|159108
25659|163511
25659|169400
25659|178132
25659|221028
25659|221029
25659|221031
25659|224611
25659|228723
25659|232837
25659|270432
25659|277913
25659|287695
25659|291080
25659|301274
25659|304276
25659|307842
25659|327221
25659|329327
25659|330453
25659|355779
25659|358643
25659|367586
25660|20563
25660|31167
25660|47808
25660|47809
25660|47810
25660|47811
25660|47812
25660|47813
25660|47814
25660|47815
25660|47816
25660|178944
25660|255454
25660|354514
25661|117722
25662|164875
25664|292069
25665|149886
25666|6002
25666|90812
25666|226998
25667|78981
25667|144979
25668|331510
25669|94517
25669|172509
25669|186527
25669|188526
25669|354929
25670|141791
25671|38386
25671|98420
25672|81730
25672|257270
25673|269548
25673|303859
25674|414
25674|99758
25675|8610
25675|327383
25675|338992
25676|224860
25677|26700
25677|213517
25677|230091
25677|374566
25678|265051
25679|94785
25679|111696
25679|225463
25679|322354
25681|19874
25683|138593
25684|130116
25685|166192
25685|243162
25685|346812
25687|184273
25688|31782
25688|64725
25688|117066
25688|203803
25689|243399
25691|18317
25691|80289
25691|101226
25691|124313
25691|156297
25691|168276
25691|170466
25691|170473
25691|199607
25691|201115
25691|225767
25691|346431
25691|346507
25691|377978
25692|340573
25693|279129
25693|304322
25695|254067
25696|1955
25697|34116
25697|55688
25699|28998
25701|350051
25702|45637
25702|83375
25702|193536
25702|320462
25702|370424
25703|205211
25703|309771
25704|10904
25704|43629
25704|43913
25704|52227
25704|60012
25704|61418
25704|84624
25704|91452
25704|164193
25704|166115
25704|166140
25704|197910
25704|259917
25704|333792
25704|343534
25705|148842
25706|238497
25708|16614
25708|216923
25710|9690
25710|238739
25710|259149
25711|25109
25711|255813
25712|319110
25713|67060
25714|357124
25716|100626
25716|102355
25716|130478
25716|173657
25716|175045
25716|216836
25717|123708
25717|143570
25717|154471
25717|154780
25717|243340
25717|273629
25717|293153
25717|300158
25718|1224
25720|1960
25721|287515
25723|33773
25724|199123
25725|336487
25726|327663
25727|185564
25727|214218
25727|241554
25727|285606
25727|318723
25728|80413
25729|196285
25729|323344
25729|330419
25730|35407
25731|70892
25732|80132
25733|279891
25734|80633
25735|7794
25735|25912
25735|299241
25735|358586
25735|372024
25736|27570
25736|38806
25736|78066
25736|202936
25736|203740
25736|333674
25736|367655
25738|361358
25739|303372
25739|330786
25740|362848
25741|14082
25741|33206
25743|142651
25744|39115
25746|33691
25746|66656
25746|191291
25746|366835
25747|196907
25748|112919
25750|338230
25751|41743
25752|78851
25752|120099
25752|148272
25752|185610
25752|276946
25753|18010
25753|23011
25753|172325
25754|339512
25756|362311
25757|133736
25758|89758
25758|115074
25758|279158
25759|271125
25761|630
25761|240508
25762|261993
25764|186
25764|13408
25764|20284
25764|24971
25764|27316
25764|29093
25764|40457
25764|40887
25764|45212
25764|45216
25764|46564
25764|46608
25764|49359
25764|53958
25764|54933
25764|55462
25764|66627
25764|67780
25764|70967
25764|78712
25764|84917
25764|88831
25764|93652
25764|111169
25764|124689
25764|127189
25764|128202
25764|133712
25764|135829
25764|135857
25764|135962
25764|136043
25764|164399
25764|176312
25764|186011
25764|186397
25764|188363
25764|193720
25764|203194
25764|210833
25764|212180
25764|214093
25764|218481
25764|221034
25764|229117
25764|241616
25764|245360
25764|245623
25764|249525
25764|255877
25764|261981
25764|263597
25764|270469
25764|274221
25764|277999
25764|278045
25764|283855
25764|301989
25764|303474
25764|305442
25764|308640
25764|321414
25764|331685
25764|337594
25764|337663
25764|338305
25764|349916
25764|354221
25764|361663
25764|361779
25764|363842
25764|365180
25764|371033
25766|175139
25769|306395
25770|13287
25770|18198
25770|34078
25770|67624
25770|108290
25770|113477
25770|115166
25770|132058
25770|138835
25770|146278
25770|148392
25770|182785
25770|184993
25770|190604
25770|208546
25770|215546
25770|240244
25770|258512
25770|259962
25770|262578
25770|269366
25770|275410
25770|278672
25770|279784
25770|303044
25770|315787
25770|365813
25771|1369
25771|267358
25771|366573
25772|205470
25772|282985
25773|171265
25775|270988
25776|198406
25777|88328
25779|8834
25779|16345
25779|281081
25779|294289
25780|376989
25781|13444
25781|100241
25782|183985
25782|356932
25784|4653
25784|16998
25784|107318
25784|156402
25784|246806
25784|261193
25784|264407
25784|273115
25784|287488
25784|325125
25784|328319
25784|328346
25784|337866
25784|344726
25784|344851
25784|354736
25784|357195
25785|74673
25785|100306
25785|152258
25785|189018
25785|236443
25785|238338
25785|279837
25786|214476
25789|7826
25789|28977
25789|40748
25789|52984
25789|55891
25789|70545
25789|188925
25789|234706
25789|242826
25789|247058
25789|255543
25789|328873
25789|340247
25790|14628
25790|267056
25790|309306
25790|321260
25791|1548
25791|8143
25791|18077
25791|27958
25791|42627
25791|55167
25791|62396
25791|82591
25791|91167
25791|91406
25791|95421
25791|100525
25791|112090
25791|120709
25791|124527
25791|145181
25791|161830
25791|221969
25791|225051
25791|232985
25791|233627
25791|247179
25791|248297
25791|249796
25791|253373
25791|259742
25791|264397
25791|264402
25791|284953
25791|291640
25791|296441
25791|307658
25791|309062
25791|309085
25791|318240
25791|322856
25791|336293
25791|370112
25792|205923
25793|74967
25793|91387
25793|152244
25793|187892
25794|34021
25794|251337
25796|273572
25798|278574
25799|101770
25799|132722
25799|273877
25799|273891
25799|273892
25799|273893
25799|295517
25800|87215
25802|28698
25802|340215
25804|25872
25804|187322
25804|218525
25804|274669
25805|65754
25805|313419
25805|313423
25805|313426
25805|332070
25806|49222
25807|148302
25808|45836
25808|262718
25809|78166
25809|94043
25809|116945
25809|117800
25809|133380
25809|194352
25809|203589
25809|214791
25809|246477
25809|364108
25811|90782
25812|3327
25812|21215
25812|55660
25812|138632
25812|138633
25812|138635
25812|138636
25812|138637
25812|138638
25812|187688
25812|208524
25812|247090
25812|264083
25812|319918
25812|368351
25812|375868
25814|208229
25815|56266
25816|5175
25816|16452
25816|16453
25816|16457
25816|16459
25816|16460
25816|16461
25816|16473
25816|16479
25816|16493
25816|16495
25816|16529
25816|22862
25816|50277
25816|50278
25816|50279
25816|50287
25816|50305
25816|67082
25816|79886
25816|121380
25816|213088
25816|228454
25816|232149
25816|329776
25816|337318
25816|364856
25817|229207
25818|196863
25818|264208
25818|267991
25819|17676
25819|347611
25821|119360
25821|119361
25821|119362
25823|321797
25824|229551
25825|85152
25826|57963
25827|61985
25827|109600
25827|328269
25828|310946
25829|236614
25830|187480
25831|219329
25833|64770
25833|278961
25834|71464
25834|72214
25834|115935
25834|245133
25834|272088
25834|283866
25834|337660
25835|15941
25835|15942
25835|134404
25835|214228
25836|119550
25836|133628
25837|199850
25838|350072
25838|370151
25839|303947
25840|222416
25841|6293
25841|13096
25841|49694
25841|109099
25841|111300
25841|127955
25841|163034
25841|188660
25841|217886
25841|235763
25841|251612
25841|270321
25841|270333
25841|300778
25841|301382
25841|311813
25841|344607
25841|352288
25841|354447
25842|106250
25842|218955
25842|252638
25842|260265
25842|265813
25842|269473
25842|312858
25842|328056
25842|334772
25842|356163
25843|192740
25844|330090
25845|31834
25845|232275
25845|304355
25846|72738
25846|103279
25846|338099
25847|72662
25847|72911
25847|78977
25847|79861
25847|80704
25847|88852
25847|92621
25847|92674
25847|105409
25847|124892
25847|127321
25847|153642
25847|161556
25847|187338
25847|222345
25847|232410
25847|248665
25847|266622
25847|304234
25847|308350
25847|323837
25847|323913
25847|330138
25847|336326
25847|336541
25847|340099
25847|342720
25847|352497
25848|207758
25850|100252
25850|198343
25850|324282
25851|242023
25852|35799
25852|360171
25853|5069
25853|8011
25853|17024
25853|65059
25853|128923
25853|214271
25853|219432
25853|220419
25853|232870
25853|241643
25853|273604
25853|316750
25853|372964
25854|360233
25855|365867
25856|201619
25857|202328
25857|301229
25859|315653
25863|1598
25863|18366
25863|23565
25863|97599
25863|102397
25863|102399
25863|109943
25863|162074
25863|187926
25863|211292
25863|212599
25863|228145
25863|243655
25863|272378
25863|274902
25863|285371
25863|302075
25864|14221
25867|207656
25868|322891
25869|163969
25870|7433
25871|54408
25872|17574
25872|178373
25872|272836
25872|301429
25873|65540
25873|173675
25873|240230
25873|240324
25873|305419
25873|319635
25873|344208
25873|361139
25874|174227
25874|205401
25875|372966
25876|40417
25877|70145
25878|40862
25878|98768
25878|119230
25878|126468
25878|126822
25878|242900
25878|248027
25878|317184
25878|353679
25878|357611
25879|455
25880|96346
25880|353242
25881|159038
25881|287413
25882|19017
25883|293965
25884|36659
25885|71149
25885|344448
25886|153777
25887|72713
25888|12866
25888|80959
25890|18863
25892|58945
25892|189488
25893|212096
25894|101832
25895|47823
25896|124552
25897|34378
25897|48780
25897|83442
25897|84051
25897|132129
25897|134432
25897|158935
25897|198204
25897|221928
25897|239010
25897|249821
25897|276396
25897|318263
25898|310144
25899|275466
25899|350198
25900|74696
25900|79340
25901|144201
25903|77294
25904|61863
25904|129207
25904|151203
25904|160440
25904|193179
25904|202535
25904|222648
25904|240464
25904|286947
25904|299837
25905|102120
25905|315404
25906|99255
25907|262935
25908|362418
25909|109919
25910|131354
25910|213477
25911|2898
25911|198110
25912|23158
25912|333466
25913|309345
25915|356169
25916|83214
25916|87618
25916|110129
25916|132837
25916|153876
25916|169878
25916|190629
25916|205151
25916|217655
25916|218277
25916|225535
25916|228779
25916|235706
25916|236624
25916|261871
25916|263001
25916|277930
25916|287323
25916|319810
25916|331013
25916|332199
25916|332235
25916|343566
25916|371422
25916|377025
25917|320320
25918|51833
25918|120241
25919|70316
25920|189873
25920|211912
25921|273970
25922|185123
25925|161405
25925|243293
25925|345809
25926|166364
25927|6391
25927|17848
25927|99405
25927|111019
25927|111118
25927|169156
25927|170420
25927|292279
25927|311256
25929|347759
25930|190173
25931|29551
25932|189545
25932|226630
25932|241327
25933|240004
25934|281674
25935|193797
25936|24139
25936|162660
25936|375137
25938|84323
25939|56958
25940|59584
25941|13012
25941|122072
25942|5048
25942|49689
25942|52579
25942|71979
25942|94525
25942|107262
25942|166004
25942|178979
25942|189153
25942|194708
25942|264469
25942|274745
25942|316025
25942|316890
25942|329395
25942|358576
25943|13005
25943|64692
25943|225705
25943|284317
25946|44363
25946|78295
25946|83069
25946|153340
25946|240212
25946|353043
25947|5032
25947|51438
25947|53793
25947|70253
25947|101108
25947|148277
25947|152937
25947|175122
25947|185687
25947|190075
25947|190323
25947|208971
25947|237611
25947|263108
25947|267010
25947|283319
25947|287935
25947|302363
25947|318690
25947|330880
25948|27163
25949|8870
25949|16414
25949|130858
25949|367860
25951|306954
25952|126413
25953|281570
25954|375713
25956|103609
25957|26753
25957|117482
25957|207493
25957|220812
25958|94375
25960|144036
25960|307322
25960|345929
25961|374136
25962|157753
25963|11025
25963|84918
25963|90263
25963|119180
25963|163547
25963|187312
25963|201422
25963|203274
25963|230410
25963|234033
25963|240755
25963|253247
25963|285703
25963|289950
25963|290343
25963|297906
25963|327985
25963|341028
25963|352715
25963|366767
25964|80958
25964|212623
25964|252259
25965|1784
25966|14138
25967|154559
25967|329696
25968|101786
25970|248861
25971|46613
25971|231456
25971|231628
25972|152604
25972|184411
25973|2766
25973|3274
25973|8096
25973|11210
25973|16257
25973|38578
25973|39957
25973|50007
25973|58660
25973|67960
25973|80398
25973|106279
25973|112202
25973|114733
25973|118469
25973|119755
25973|126056
25973|132866
25973|136540
25973|145687
25973|147381
25973|149825
25973|154694
25973|155315
25973|162853
25973|203917
25973|233057
25973|250576
25973|265859
25973|271286
25973|275107
25973|279224
25973|281334
25973|292285
25973|295294
25973|315631
25973|337788
25973|341942
25973|370865
25973|372731
25973|372749
25974|189562
25975|139681
25977|84873
25977|106526
25977|121524
25977|144788
25977|186156
25977|236152
25977|241339
25977|241799
25977|245219
25977|267237
25978|9804
25978|10514
25978|11455
25978|26135
25978|26465
25978|32948
25978|56153
25978|61698
25978|84379
25978|108458
25978|112741
25978|123368
25978|128525
25978|130419
25978|134247
25978|162387
25978|164384
25978|188228
25978|192246
25978|206593
25978|216912
25978|227348
25978|239961
25978|249119
25978|264823
25978|268390
25978|294627
25978|301587
25978|303241
25978|308593
25978|315066
25978|317711
25978|330614
25978|335013
25978|336785
25978|338776
25978|350505
25978|363426
25978|365332
25978|372220
25979|45309
25979|70003
25981|7839
25981|10591
25981|118407
25981|121559
25981|143138
25981|157732
25981|168772
25981|176681
25981|282277
25981|292422
25981|317979
25981|321793
25981|329569
25981|366333
25982|274347
25983|184859
25983|266708
25983|269771
25984|196063
25984|334177
25985|175117
25986|91700
25986|154791
25988|156286
25989|6019
25989|9804
25989|10514
25989|26135
25989|26465
25989|30346
25989|30347
25989|35545
25989|46746
25989|61698
25989|69336
25989|71893
25989|78762
25989|85110
25989|94526
25989|94766
25989|95027
25989|96800
25989|108458
25989|117357
25989|130419
25989|131418
25989|134247
25989|135198
25989|135790
25989|141190
25989|141338
25989|143318
25989|143333
25989|143396
25989|149262
25989|164384
25989|183766
25989|183855
25989|185443
25989|186725
25989|188228
25989|192246
25989|206593
25989|216912
25989|235433
25989|263903
25989|264754
25989|265088
25989|268914
25989|276951
25989|285337
25989|303241
25989|303508
25989|305598
25989|305599
25989|332795
25989|338776
25989|343197
25989|347601
25989|365382
25990|154368
25991|140487
25992|50092
25993|131221
25993|139454
25994|207695
25996|296035
25997|314820
25998|844
25999|309179
26000|105334
26001|123397
26002|259161
26003|10607
26003|29922
26003|41688
26003|41704
26003|47331
26003|57365
26003|69621
26003|78166
26003|79689
26003|83950
26003|112382
26003|127232
26003|133380
26003|135826
26003|146194
26003|149850
26003|195598
26003|230823
26003|249109
26003|251993
26003|269337
26003|285434
26003|305608
26003|314477
26003|319587
26003|337334
26003|362418
26003|372924
26004|40376
26004|134810
26005|72759
26006|225700
26006|225701
26007|278931
26008|119653
26008|211026
26008|222180
26009|249035
26010|13039
26010|257007
26010|275644
26010|287493
26010|288297
26011|227483
26011|258839
26012|96086
26012|345398
26013|322580
26014|153877
26015|216668
26015|285809
26016|132595
26016|313988
26018|83204
26018|119721
26018|132796
26018|159572
26018|197536
26018|286618
26018|351865
26019|117752
26020|87220
26021|231123
26021|290567
26022|263213
26024|186845
26025|318695
26026|23229
26026|53298
26026|133681
26026|194199
26026|202893
26026|261566
26026|290874
26027|33191
26027|45377
26027|46268
26027|157776
26027|159337
26027|305035
26027|351908
26028|188
26028|5588
26028|13590
26028|29901
26028|45932
26028|47373
26028|51771
26028|57274
26028|58504
26028|73748
26028|73749
26028|78870
26028|85859
26028|101063
26028|111720
26028|112502
26028|112561
26028|112564
26028|112617
26028|114909
26028|120737
26028|121384
26028|122058
26028|123200
26028|123904
26028|125507
26028|127090
26028|127213
26028|135929
26028|136049
26028|137246
26028|143925
26028|149159
26028|170790
26028|170793
26028|170818
26028|184494
26028|185457
26028|186332
26028|190589
26028|197689
26028|202987
26028|207247
26028|218483
26028|228729
26028|239172
26028|239400
26028|242506
26028|245376
26028|251652
26028|252494
26028|254544
26028|269344
26028|271238
26028|272041
26028|273789
26028|273833
26028|278064
26028|281002
26028|283853
26028|285122
26028|288926
26028|298204
26028|303473
26028|303511
26028|304344
26028|306741
26028|308704
26028|311345
26028|312979
26028|315877
26028|329109
26028|331417
26028|332062
26028|335523
26028|350459
26028|358182
26028|361629
26028|363847
26028|365356
26028|365553
26028|365558
26028|367269
26029|205265
26030|62765
26033|71116
26033|198443
26034|153254
26036|217882
26037|196720
26038|168235
26039|316153
26040|16438
26040|22193
26040|42184
26040|95281
26040|138156
26040|242775
26040|247610
26040|301028
26040|322620
26040|325499
26040|325587
26040|325669
26040|325670
26040|325717
26040|325814
26040|325848
26041|180894
26041|180895
26041|180896
26041|180897
26041|180898
26041|180899
26042|93754
26042|213514
26042|241145
26043|6189
26043|17992
26043|36864
26043|52005
26043|62898
26043|67584
26043|67590
26043|67596
26043|67597
26043|67607
26043|67617
26043|82266
26043|119097
26043|134313
26043|139599
26043|176299
26043|220954
26043|222483
26043|227335
26043|240664
26043|245434
26043|292452
26043|297267
26043|302943
26043|311136
26043|331639
26043|359443
26043|366682
26044|194054
26047|30910
26047|30918
26047|31927
26047|38563
26047|73696
26047|144526
26047|254814
26048|55704
26050|356285
26051|196471
26053|125986
26053|333982
26054|14168
26054|36762
26054|86015
26054|89318
26054|108443
26054|191312
26055|144607
26055|299192
26057|71256
26058|72330
26059|38397
26059|58178
26059|63865
26059|67838
26059|90163
26059|90976
26059|94674
26059|144171
26059|205284
26059|235370
26060|38397
26060|58178
26060|63865
26060|67838
26060|90163
26060|90976
26060|94674
26060|144171
26060|205284
26060|235370
26061|164241
26061|216214
26061|265213
26061|351857
26062|126461
26063|4949
26063|8012
26063|41444
26063|50024
26063|76714
26063|78093
26063|79878
26063|80903
26063|81564
26063|87423
26063|91152
26063|96713
26063|107385
26063|130332
26063|134345
26063|135781
26063|143824
26063|144467
26063|144804
26063|146771
26063|185680
26063|189167
26063|193899
26063|206884
26063|209098
26063|221275
26063|223698
26063|241341
26063|253465
26063|257543
26063|263544
26063|285610
26063|286687
26063|305990
26063|319176
26063|331490
26063|350349
26063|355403
26063|358834
26063|358836
26064|313026
26065|313026
26066|129052
26066|135294
26066|159797
26066|199775
26066|217907
26066|235795
26067|112412
26067|166918
26068|3369
26068|8305
26068|8319
26068|19476
26068|31963
26068|51688
26068|52712
26068|57308
26068|57457
26068|69952
26068|76355
26068|90019
26068|94700
26068|101868
26068|104124
26068|112685
26068|112812
26068|127604
26068|129020
26068|135136
26068|156023
26068|187443
26068|199037
26068|199038
26068|200509
26068|215332
26068|218050
26068|219591
26068|234714
26068|244081
26068|285981
26068|295168
26068|310454
26068|310950
26068|319583
26068|328102
26068|337378
26068|342100
26068|350251
26068|351059
26068|351514
26069|82100
26069|311392
26070|60109
26071|67196
26071|305767
26072|7177
26072|13558
26072|13561
26072|13564
26072|13570
26072|148342
26073|260704
26073|334649
26073|348623
26076|9913
26076|122493
26076|126455
26076|142056
26076|175275
26076|178600
26076|182742
26076|184607
26076|234950
26076|264351
26076|283307
26076|289853
26076|294167
26076|312198
26076|322518
26076|343504
26077|22638
26077|22845
26077|89975
26077|117900
26077|190844
26077|328516
26079|308232
26081|79745
26081|79746
26083|81551
26084|25492
26084|35657
26084|61544
26084|80586
26084|132529
26084|140194
26084|248473
26084|317902
26084|320076
26084|335230
26085|103365
26085|170159
26085|185728
26085|211334
26085|248471
26085|259141
26085|293830
26085|334217
26086|142918
26087|196444
26087|299451
26088|118671
26091|18273
26092|205835
26093|63083
26093|118899
26094|321467
26095|34669
26095|41313
26095|44325
26095|45503
26095|61889
26095|67950
26095|69258
26095|108373
26095|131567
26095|139574
26095|173518
26095|185073
26095|186425
26095|187502
26095|228339
26095|232300
26095|237604
26095|293007
26095|293028
26095|307900
26095|316768
26095|331022
26095|347059
26095|353416
26096|47584
26096|104968
26096|106145
